app/Unit4-IO/Lesson24-Files/fileCounts.hs chars:  919  words:  141  lines:  35
app/Unit4-IO/Lesson24-Files/stats.dat chars:  79  words:  7  lines:  1
app/Unit4-IO/Lesson24-Files/stats.dat chars:  150  words:  14  lines:  2
app/Unit4-IO/Lesson24-Files/stats.dat chars:  223  words:  21  lines:  3
